sk_cid;cd_cid;ds_cid;dt_carga
10218;x069;exposição a combustão de outro tipo de roupa ou de acessórios - local não especificado;2025-10-04 02:54:51
10219;x080;exposição a outro tipo especificado de fumaça, fogo ou chamas - residência;2025-10-04 02:54:51
10220;x081;exposição a outro tipo especificado de fumaça, fogo ou chamas - habitação coletiva;2025-10-04 02:54:51
10221;x082;exposição a outro tipo especificado de fumaça, fogo ou chamas - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10222;x083;exposição a outro tipo especificado de fumaça, fogo ou chamas - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10223;x084;exposição a outro tipo especificado de fumaça, fogo ou chamas - rua e estrada;2025-10-04 02:54:51
10224;x085;exposição a outro tipo especificado de fumaça, fogo ou chamas - áreas de comércio e de serviços;2025-10-04 02:54:51
10225;x086;exposição a outro tipo especificado de fumaça, fogo ou chamas - áreas industriais e em construção;2025-10-04 02:54:51
10226;x087;exposição a outro tipo especificado de fumaça, fogo ou chamas - fazenda;2025-10-04 02:54:51
10227;x088;exposição a outro tipo especificado de fumaça, fogo ou chamas - outros locais especificados;2025-10-04 02:54:51
10228;x089;exposição a outro tipo especificado de fumaça, fogo ou chamas - local não especificado;2025-10-04 02:54:51
10229;x090;exposição a tipo não especificado de fumaça, fogo ou chamas - residência;2025-10-04 02:54:51
10230;x091;exposição a tipo não especificado de fumaça, fogo ou chamas - habitação coletiva;2025-10-04 02:54:51
10231;x092;exposição a tipo não especificado de fumaça, fogo ou chamas - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10232;x093;exposição a tipo não especificado de fumaça, fogo ou chamas - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10233;x094;exposição a tipo não especificado de fumaça, fogo ou chamas - rua e estrada;2025-10-04 02:54:51
10234;x095;exposição a tipo não especificado de fumaça, fogo ou chamas - áreas de comércio e de serviços;2025-10-04 02:54:51
10235;x096;exposição a tipo não especificado de fumaça, fogo ou chamas - áreas industriais e em construção;2025-10-04 02:54:51
10236;x097;exposição a tipo não especificado de fumaça, fogo ou chamas - fazenda;2025-10-04 02:54:51
10237;x098;exposição a tipo não especificado de fumaça, fogo ou chamas - outros locais especificados;2025-10-04 02:54:51
10238;x099;exposição a tipo não especificado de fumaça, fogo ou chamas - local não especificado;2025-10-04 02:54:51
10239;x100;contato com bebidas, alimentos, gordura e óleo de cozinha quentes - residência;2025-10-04 02:54:51
10240;x101;contato com bebidas, alimentos, gordura e óleo de cozinha quentes - habitação coletiva;2025-10-04 02:54:51
10241;x102;contato com bebidas, alimentos, gordura e óleo de cozinha quentes - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10242;x103;contato com bebidas, alimentos, gordura e óleo de cozinha quentes - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10243;x104;contato com bebidas, alimentos, gordura e óleo de cozinha quentes - rua e estrada;2025-10-04 02:54:51
10244;x105;contato com bebidas, alimentos, gordura e óleo de cozinha quentes - áreas de comércio e de serviços;2025-10-04 02:54:51
10245;x106;contato com bebidas, alimentos, gordura e óleo de cozinha quentes - áreas industriais e em construção;2025-10-04 02:54:51
10246;x107;contato com bebidas, alimentos, gordura e óleo de cozinha quentes - fazenda;2025-10-04 02:54:51
10247;x108;contato com bebidas, alimentos, gordura e óleo de cozinha quentes - outros locais especificados;2025-10-04 02:54:51
10248;x109;contato com bebidas, alimentos, gordura e óleo de cozinha quentes - local não especificado;2025-10-04 02:54:51
10249;x110;contato com água corrente quente de torneira - residência;2025-10-04 02:54:51
10250;x111;contato com água corrente quente de torneira - habitação coletiva;2025-10-04 02:54:51
10251;x112;contato com água corrente quente de torneira - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10252;x113;contato com água corrente quente de torneira - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10253;x114;contato com água corrente quente de torneira - rua e estrada;2025-10-04 02:54:51
10254;x115;contato com água corrente quente de torneira - áreas de comércio e de serviços;2025-10-04 02:54:51
10255;x116;contato com água corrente quente de torneira - áreas industriais e em construção;2025-10-04 02:54:51
10256;x117;contato com água corrente quente de torneira - fazenda;2025-10-04 02:54:51
10257;x118;contato com água corrente quente de torneira - outros locais especificados;2025-10-04 02:54:51
10258;x119;contato com água corrente quente de torneira - local não especificado;2025-10-04 02:54:51
10259;x120;contato com outros líquidos quentes - residência;2025-10-04 02:54:51
10260;x121;contato com outros líquidos quentes - habitação coletiva;2025-10-04 02:54:51
10261;x122;contato com outros líquidos quentes - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10262;x123;contato com outros líquidos quentes - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10263;x124;contato com outros líquidos quentes - rua e estrada;2025-10-04 02:54:51
10264;x125;contato com outros líquidos quentes - áreas de comércio e de serviços;2025-10-04 02:54:51
10265;x126;contato com outros líquidos quentes - áreas industriais e em construção;2025-10-04 02:54:51
10266;x127;contato com outros líquidos quentes - fazenda;2025-10-04 02:54:51
10267;x128;contato com outros líquidos quentes - outros locais especificados;2025-10-04 02:54:51
10268;x129;contato com outros líquidos quentes - local não especificado;2025-10-04 02:54:51
10269;x130;contato com vapor d'água e com vapores quentes - residência;2025-10-04 02:54:51
10270;x131;contato com vapor d'água e com vapores quentes - habitação coletiva;2025-10-04 02:54:51
10271;x132;contato com vapor d'água e com vapores quentes - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10272;x133;contato com vapor d'água e com vapores quentes - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10273;x134;contato com vapor d'água e com vapores quentes - rua e estrada;2025-10-04 02:54:51
10274;x135;contato com vapor d'água e com vapores quentes - áreas de comércio e de serviços;2025-10-04 02:54:51
10275;x136;contato com vapor d'água e com vapores quentes - áreas industriais e em construção;2025-10-04 02:54:51
10276;x137;contato com vapor d'água e com vapores quentes - fazenda;2025-10-04 02:54:51
10277;x138;contato com vapor d'água e com vapores quentes - outros locais especificados;2025-10-04 02:54:51
10278;x139;contato com vapor d'água e com vapores quentes - local não especificado;2025-10-04 02:54:51
10279;x140;contato com ar e gases quentes - residência;2025-10-04 02:54:51
10280;x141;contato com ar e gases quentes - habitação coletiva;2025-10-04 02:54:51
10281;x142;contato com ar e gases quentes - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10282;x143;contato com ar e gases quentes - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10283;x144;contato com ar e gases quentes - rua e estrada;2025-10-04 02:54:51
10284;x145;contato com ar e gases quentes - áreas de comércio e de serviços;2025-10-04 02:54:51
10285;x146;contato com ar e gases quentes - áreas industriais e em construção;2025-10-04 02:54:51
10286;x147;contato com ar e gases quentes - fazenda;2025-10-04 02:54:51
10287;x148;contato com ar e gases quentes - outros locais especificados;2025-10-04 02:54:51
10288;x149;contato com ar e gases quentes - local não especificado;2025-10-04 02:54:51
10289;x150;contato com aparelhos domésticos quentes - residência;2025-10-04 02:54:51
10290;x151;contato com aparelhos domésticos quentes - habitação coletiva;2025-10-04 02:54:51
10291;x152;contato com aparelhos domésticos quentes - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10292;x153;contato com aparelhos domésticos quentes - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10293;x154;contato com aparelhos domésticos quentes - rua e estrada;2025-10-04 02:54:51
10294;x155;contato com aparelhos domésticos quentes - áreas de comércio e de serviços;2025-10-04 02:54:51
10295;x156;contato com aparelhos domésticos quentes - áreas industriais e em construção;2025-10-04 02:54:51
10296;x157;contato com aparelhos domésticos quentes - fazenda;2025-10-04 02:54:51
10297;x158;contato com aparelhos domésticos quentes - outros locais especificados;2025-10-04 02:54:51
10298;x159;contato com aparelhos domésticos quentes - local não especificado;2025-10-04 02:54:51
10299;x160;contato com aquecedores, radiadores e tubulação - residência;2025-10-04 02:54:51
10300;x161;contato com aquecedores, radiadores e tubulação - habitação coletiva;2025-10-04 02:54:51
10301;x162;contato com aquecedores, radiadores e tubulação - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10302;x163;contato com aquecedores, radiadores e tubulação - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10303;x164;contato com aquecedores, radiadores e tubulação - rua e estrada;2025-10-04 02:54:51
10304;x165;contato com aquecedores, radiadores e tubulação - áreas de comércio e de serviços;2025-10-04 02:54:51
10305;x166;contato com aquecedores, radiadores e tubulação - áreas industriais e em construção;2025-10-04 02:54:51
10306;x167;contato com aquecedores, radiadores e tubulação - fazenda;2025-10-04 02:54:51
10307;x168;contato com aquecedores, radiadores e tubulação - outros locais especificados;2025-10-04 02:54:51
10308;x169;contato com aquecedores, radiadores e tubulação - local não especificado;2025-10-04 02:54:51
10309;x170;contato com motores, máquinas e ferramentas quentes - residência;2025-10-04 02:54:51
10310;x171;contato com motores, máquinas e ferramentas quentes - habitação coletiva;2025-10-04 02:54:51
10311;x172;contato com motores, máquinas e ferramentas quentes - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10312;x173;contato com motores, máquinas e ferramentas quentes - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10313;x174;contato com motores, máquinas e ferramentas quentes - rua e estrada;2025-10-04 02:54:51
10314;x175;contato com motores, máquinas e ferramentas quentes - áreas de comércio e de serviços;2025-10-04 02:54:51
10315;x176;contato com motores, máquinas e ferramentas quentes - áreas industriais e em construção;2025-10-04 02:54:51
10316;x177;contato com motores, máquinas e ferramentas quentes - fazenda;2025-10-04 02:54:51
10317;x178;contato com motores, máquinas e ferramentas quentes - outros locais especificados;2025-10-04 02:54:51
10318;x179;contato com motores, máquinas e ferramentas quentes - local não especificado;2025-10-04 02:54:51
10319;x180;contato com outros metais quentes - residência;2025-10-04 02:54:51
10320;x181;contato com outros metais quentes - habitação coletiva;2025-10-04 02:54:51
10321;x182;contato com outros metais quentes - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10322;x183;contato com outros metais quentes - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10323;x184;contato com outros metais quentes - rua e estrada;2025-10-04 02:54:51
10324;x185;contato com outros metais quentes - áreas de comércio e de serviços;2025-10-04 02:54:51
10325;x186;contato com outros metais quentes - áreas industriais e em construção;2025-10-04 02:54:51
10326;x187;contato com outros metais quentes - fazenda;2025-10-04 02:54:51
10327;x188;contato com outros metais quentes - outros locais especificados;2025-10-04 02:54:51
10328;x189;contato com outros metais quentes - local não especificado;2025-10-04 02:54:51
10329;x190;contato com outras fontes de calor ou com substâncias quentes não especificados - residência;2025-10-04 02:54:51
10330;x191;contato com outras fontes de calor ou com substâncias quentes não especificados - habitação coletiva;2025-10-04 02:54:51
10331;x192;contato com outras fontes de calor ou com substâncias quentes não especificados - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10332;x193;contato com outras fontes de calor ou com substâncias quentes não especificados - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10333;x194;contato com outras fontes de calor ou com substâncias quentes não especificados - rua e estrada;2025-10-04 02:54:51
10334;x195;contato com outras fontes de calor ou com substâncias quentes não especificados - áreas de comércio e de serviços;2025-10-04 02:54:51
10335;x196;contato com outras fontes de calor ou com substâncias quentes não especificados - áreas industriais e em construção;2025-10-04 02:54:51
10336;x197;contato com outras fontes de calor ou com substâncias quentes não especificados - fazenda;2025-10-04 02:54:51
10337;x198;contato com outras fontes de calor ou com substâncias quentes não especificados - outros locais especificados;2025-10-04 02:54:51
10338;x199;contato com outras fontes de calor ou com substâncias quentes não especificados - local não especificado;2025-10-04 02:54:51
10339;x200;contato com serpentes e lagartos venenosos - residência;2025-10-04 02:54:51
10340;x201;contato com serpentes e lagartos venenosos - habitação coletiva;2025-10-04 02:54:51
10341;x202;contato com serpentes e lagartos venenosos - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10342;x203;contato com serpentes e lagartos venenosos - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10343;x204;contato com serpentes e lagartos venenosos - rua e estrada;2025-10-04 02:54:51
10344;x205;contato com serpentes e lagartos venenosos - áreas de comércio e de serviços;2025-10-04 02:54:51
10345;x206;contato com serpentes e lagartos venenosos - áreas industriais e em construção;2025-10-04 02:54:51
10346;x207;contato com serpentes e lagartos venenosos - fazenda;2025-10-04 02:54:51
10347;x208;contato com serpentes e lagartos venenosos - outros locais especificados;2025-10-04 02:54:51
10348;x209;contato com serpentes e lagartos venenosos - local não especificado;2025-10-04 02:54:51
10349;x210;contato com aranhas venenosas - residência;2025-10-04 02:54:51
10350;x211;contato com aranhas venenosas - habitação coletiva;2025-10-04 02:54:51
10351;x212;contato com aranhas venenosas - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10352;x213;contato com aranhas venenosas - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10353;x214;contato com aranhas venenosas - rua e estrada;2025-10-04 02:54:51
10354;x215;contato com aranhas venenosas - áreas de comércio e de serviços;2025-10-04 02:54:51
10355;x216;contato com aranhas venenosas - áreas industriais e em construção;2025-10-04 02:54:51
10356;x217;contato com aranhas venenosas - fazenda;2025-10-04 02:54:51
10357;x218;contato com aranhas venenosas - outros locais especificados;2025-10-04 02:54:51
10358;x219;contato com aranhas venenosas - local não especificado;2025-10-04 02:54:51
10359;x220;contato com escorpiões - residência;2025-10-04 02:54:51
10360;x221;contato com escorpiões - habitação coletiva;2025-10-04 02:54:51
10361;x222;contato com escorpiões - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10362;x223;contato com escorpiões - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10363;x224;contato com escorpiões - rua e estrada;2025-10-04 02:54:51
10364;x225;contato com escorpiões - áreas de comércio e de serviços;2025-10-04 02:54:51
10365;x226;contato com escorpiões - áreas industriais e em construção;2025-10-04 02:54:51
10366;x227;contato com escorpiões - fazenda;2025-10-04 02:54:51
10367;x228;contato com escorpiões - outros locais especificados;2025-10-04 02:54:51
10368;x229;contato com escorpiões - local não especificado;2025-10-04 02:54:51
10369;x230;contato com abelhas, vespas e vespões - residência;2025-10-04 02:54:51
10370;x231;contato com abelhas, vespas e vespões - habitação coletiva;2025-10-04 02:54:51
10371;x232;contato com abelhas, vespas e vespões - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10372;x233;contato com abelhas, vespas e vespões - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10373;x234;contato com abelhas, vespas e vespões - rua e estrada;2025-10-04 02:54:51
10374;x235;contato com abelhas, vespas e vespões - áreas de comércio e de serviços;2025-10-04 02:54:51
10375;x236;contato com abelhas, vespas e vespões - áreas industriais e em construção;2025-10-04 02:54:51
10376;x237;contato com abelhas, vespas e vespões - fazenda;2025-10-04 02:54:51
10377;x238;contato com abelhas, vespas e vespões - outros locais especificados;2025-10-04 02:54:51
10378;x239;contato com abelhas, vespas e vespões - local não especificado;2025-10-04 02:54:51
10379;x240;contato com centopéias e miriápodes venenosas (tropicais) - residência;2025-10-04 02:54:51
10380;x241;contato com centopéias e miriápodes venenosas (tropicais) - habitação coletiva;2025-10-04 02:54:51
10381;x242;contato com centopéias e miriápodes venenosas (tropicais) - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10382;x243;contato com centopéias e miriápodes venenosas (tropicais) - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10383;x244;contato com centopéias e miriápodes venenosas (tropicais) - rua e estrada;2025-10-04 02:54:51
10384;x245;contato com centopéias e miriápodes venenosas (tropicais) - áreas de comércio e de serviços;2025-10-04 02:54:51
10385;x246;contato com centopéias e miriápodes venenosas (tropicais) - áreas industriais e em construção;2025-10-04 02:54:51
10386;x247;contato com centopéias e miriápodes venenosas (tropicais) - fazenda;2025-10-04 02:54:51
10387;x248;contato com centopéias e miriápodes venenosas (tropicais) - outros locais especificados;2025-10-04 02:54:51
10388;x249;contato com centopéias e miriápodes venenosas (tropicais) - local não especificado;2025-10-04 02:54:51
10389;x250;contato com outros artrópodes venenosos - residência;2025-10-04 02:54:51
10390;x251;contato com outros artrópodes venenosos - habitação coletiva;2025-10-04 02:54:51
10391;x252;contato com outros artrópodes venenosos - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10392;x253;contato com outros artrópodes venenosos - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10393;x254;contato com outros artrópodes venenosos - rua e estrada;2025-10-04 02:54:51
10394;x255;contato com outros artrópodes venenosos - áreas de comércio e de serviços;2025-10-04 02:54:51
10395;x256;contato com outros artrópodes venenosos - áreas industriais e em construção;2025-10-04 02:54:51
10396;x257;contato com outros artrópodes venenosos - fazenda;2025-10-04 02:54:51
10397;x258;contato com outros artrópodes venenosos - outros locais especificados;2025-10-04 02:54:51
10398;x259;contato com outros artrópodes venenosos - local não especificado;2025-10-04 02:54:51
10399;x260;contato com animais e plantas marinhos venenosos - residência;2025-10-04 02:54:51
10400;x261;contato com animais e plantas marinhos venenosos - habitação coletiva;2025-10-04 02:54:51
10401;x262;contato com animais e plantas marinhos venenosos - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10402;x263;contato com animais e plantas marinhos venenosos - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10403;x264;contato com animais e plantas marinhos venenosos - rua e estrada;2025-10-04 02:54:51
10404;x265;contato com animais e plantas marinhos venenosos - áreas de comércio e de serviços;2025-10-04 02:54:51
10405;x266;contato com animais e plantas marinhos venenosos - áreas industriais e em construção;2025-10-04 02:54:51
10406;x267;contato com animais e plantas marinhos venenosos - fazenda;2025-10-04 02:54:51
10407;x268;contato com animais e plantas marinhos venenosos - outros locais especificados;2025-10-04 02:54:51
10408;x269;contato com animais e plantas marinhos venenosos - local não especificado;2025-10-04 02:54:51
10409;x270;contato com outros animais venenosos especificados - residência;2025-10-04 02:54:51
10410;x271;contato com outros animais venenosos especificados - habitação coletiva;2025-10-04 02:54:51
10411;x272;contato com outros animais venenosos especificados - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10412;x273;contato com outros animais venenosos especificados - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10413;x274;contato com outros animais venenosos especificados - rua e estrada;2025-10-04 02:54:51
10414;x275;contato com outros animais venenosos especificados - áreas de comércio e de serviços;2025-10-04 02:54:51
10415;x276;contato com outros animais venenosos especificados - áreas industriais e em construção;2025-10-04 02:54:51
10416;x277;contato com outros animais venenosos especificados - fazenda;2025-10-04 02:54:51
10417;x278;contato com outros animais venenosos especificados - outros locais especificados;2025-10-04 02:54:51
10418;x279;contato com outros animais venenosos especificados - local não especificado;2025-10-04 02:54:51
10419;x280;contato com outras plantas venenosas especificadas - residência;2025-10-04 02:54:51
10420;x281;contato com outras plantas venenosas especificadas - habitação coletiva;2025-10-04 02:54:51
10421;x282;contato com outras plantas venenosas especificadas - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10422;x283;contato com outras plantas venenosas especificadas - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10423;x284;contato com outras plantas venenosas especificadas - rua e estrada;2025-10-04 02:54:51
10424;x285;contato com outras plantas venenosas especificadas - áreas de comércio e de serviços;2025-10-04 02:54:51
10425;x286;contato com outras plantas venenosas especificadas - áreas industriais e em construção;2025-10-04 02:54:51
10426;x287;contato com outras plantas venenosas especificadas - fazenda;2025-10-04 02:54:51
10427;x288;contato com outras plantas venenosas especificadas - outros locais especificados;2025-10-04 02:54:51
10428;x289;contato com outras plantas venenosas especificadas - local não especificado;2025-10-04 02:54:51
10429;x290;contato com animais ou plantas venenosos, sem especificação - residência;2025-10-04 02:54:51
10430;x291;contato com animais ou plantas venenosos, sem especificação - habitação coletiva;2025-10-04 02:54:51
10431;x292;contato com animais ou plantas venenosos, sem especificação - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10432;x293;contato com animais ou plantas venenosos, sem especificação - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10433;x294;contato com animais ou plantas venenosos, sem especificação - rua e estrada;2025-10-04 02:54:51
10434;x295;contato com animais ou plantas venenosos, sem especificação - áreas de comércio e de serviços;2025-10-04 02:54:51
10435;x296;contato com animais ou plantas venenosos, sem especificação - áreas industriais e em construção;2025-10-04 02:54:51
10436;x297;contato com animais ou plantas venenosos, sem especificação - fazenda;2025-10-04 02:54:51
10437;x298;contato com animais ou plantas venenosos, sem especificação - outros locais especificados;2025-10-04 02:54:51
10438;x299;contato com animais ou plantas venenosos, sem especificação - local não especificado;2025-10-04 02:54:51
10439;x300;exposição a calor natural excessivo - residência;2025-10-04 02:54:51
10440;x301;exposição a calor natural excessivo - habitação coletiva;2025-10-04 02:54:51
10441;x302;exposição a calor natural excessivo - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10442;x303;exposição a calor natural excessivo - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10443;x304;exposição a calor natural excessivo - rua e estrada;2025-10-04 02:54:51
10444;x305;exposição a calor natural excessivo - áreas de comércio e de serviços;2025-10-04 02:54:51
10445;x306;exposição a calor natural excessivo - áreas industriais e em construção;2025-10-04 02:54:51
10446;x307;exposição a calor natural excessivo - fazenda;2025-10-04 02:54:51
10447;x308;exposição a calor natural excessivo - outros locais especificados;2025-10-04 02:54:51
10448;x309;exposição a calor natural excessivo - local não especificado;2025-10-04 02:54:51
10449;x310;exposição a frio natural excessivo - residência;2025-10-04 02:54:51
10450;x311;exposição a frio natural excessivo - habitação coletiva;2025-10-04 02:54:51
10451;x312;exposição a frio natural excessivo - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10452;x313;exposição a frio natural excessivo - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10453;x314;exposição a frio natural excessivo - rua e estrada;2025-10-04 02:54:51
10454;x315;exposição a frio natural excessivo - áreas de comércio e de serviços;2025-10-04 02:54:51
10455;x316;exposição a frio natural excessivo - áreas industriais e em construção;2025-10-04 02:54:51
10456;x317;exposição a frio natural excessivo - fazenda;2025-10-04 02:54:51
10457;x318;exposição a frio natural excessivo - outros locais especificados;2025-10-04 02:54:51
10458;x319;exposição a frio natural excessivo - local não especificado;2025-10-04 02:54:51
10459;x320;exposição à luz solar - residência;2025-10-04 02:54:51
10460;x321;exposição à luz solar - habitação coletiva;2025-10-04 02:54:51
10461;x322;exposição à luz solar - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10462;x323;exposição à luz solar - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10463;x324;exposição à luz solar - rua e estrada;2025-10-04 02:54:51
10464;x325;exposição à luz solar - áreas de comércio e de serviços;2025-10-04 02:54:51
10465;x326;exposição à luz solar - áreas industriais e em construção;2025-10-04 02:54:51
10466;x327;exposição à luz solar - fazenda;2025-10-04 02:54:51
10467;x328;exposição à luz solar - outros locais especificados;2025-10-04 02:54:51
10468;x329;exposição à luz solar - local não especificado;2025-10-04 02:54:51
10469;x330;vítima de raio - residência;2025-10-04 02:54:51
10470;x331;vítima de raio - habitação coletiva;2025-10-04 02:54:51
10471;x332;vítima de raio - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10472;x333;vítima de raio - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10473;x334;vítima de raio - rua e estrada;2025-10-04 02:54:51
10474;x335;vítima de raio - áreas de comércio e de serviços;2025-10-04 02:54:51
10475;x336;vítima de raio - áreas industriais e em construção;2025-10-04 02:54:51
10476;x337;vítima de raio - fazenda;2025-10-04 02:54:51
10477;x338;vítima de raio - outros locais especificados;2025-10-04 02:54:51
10478;x339;vítima de raio - local não especificado;2025-10-04 02:54:51
10479;x340;vítima de terremoto - residência;2025-10-04 02:54:51
10480;x341;vítima de terremoto - habitação coletiva;2025-10-04 02:54:51
10481;x342;vítima de terremoto - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10482;x343;vítima de terremoto - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10483;x344;vítima de terremoto - rua e estrada;2025-10-04 02:54:51
10484;x345;vítima de terremoto - áreas de comércio e de serviços;2025-10-04 02:54:51
10485;x346;vítima de terremoto - áreas industriais e em construção;2025-10-04 02:54:51
10486;x347;vítima de terremoto - fazenda;2025-10-04 02:54:51
10487;x348;vítima de terremoto - outros locais especificados;2025-10-04 02:54:51
10488;x349;vítima de terremoto - local não especificado;2025-10-04 02:54:51
10489;x350;vítima de erupção vulcânica - residência;2025-10-04 02:54:51
10490;x351;vítima de erupção vulcânica - habitação coletiva;2025-10-04 02:54:51
10491;x352;vítima de erupção vulcânica - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10492;x353;vítima de erupção vulcânica - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10493;x354;vítima de erupção vulcânica - rua e estrada;2025-10-04 02:54:51
10494;x355;vítima de erupção vulcânica - áreas de comércio e de serviços;2025-10-04 02:54:51
10495;x356;vítima de erupção vulcânica - áreas industriais e em construção;2025-10-04 02:54:51
10496;x357;vítima de erupção vulcânica - fazenda;2025-10-04 02:54:51
10497;x358;vítima de erupção vulcânica - outros locais especificados;2025-10-04 02:54:51
10498;x359;vítima de erupção vulcânica - local não especificado;2025-10-04 02:54:51
10499;x360;vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - residência;2025-10-04 02:54:51
10500;x361;vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - habitação coletiva;2025-10-04 02:54:51
10501;x362;vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10502;x363;vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10503;x364;vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - rua e estrada;2025-10-04 02:54:51
10504;x365;vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - áreas de comércio e de serviços;2025-10-04 02:54:51
10505;x366;vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - áreas industriais e em construção;2025-10-04 02:54:51
10506;x367;vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - fazenda;2025-10-04 02:54:51
10507;x368;vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - outros locais especificados;2025-10-04 02:54:51
10508;x369;vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - local não especificado;2025-10-04 02:54:51
10509;x370;vítima de tempestade cataclísmica - residência;2025-10-04 02:54:51
10510;x371;vítima de tempestade cataclísmica - habitação coletiva;2025-10-04 02:54:51
10511;x372;vítima de tempestade cataclísmica - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10512;x373;vítima de tempestade cataclísmica - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10513;x374;vítima de tempestade cataclísmica - rua e estrada;2025-10-04 02:54:51
10514;x375;vítima de tempestade cataclísmica - áreas de comércio e de serviços;2025-10-04 02:54:51
10515;x376;vítima de tempestade cataclísmica - áreas industriais e em construção;2025-10-04 02:54:51
10516;x377;vítima de tempestade cataclísmica - fazenda;2025-10-04 02:54:51
10517;x378;vítima de tempestade cataclísmica - outros locais especificados;2025-10-04 02:54:51
10518;x379;vítima de tempestade cataclísmica - local não especificado;2025-10-04 02:54:51
10519;x380;vítima de inundação - residência;2025-10-04 02:54:51
10520;x381;vítima de inundação - habitação coletiva;2025-10-04 02:54:51
10521;x382;vítima de inundação - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10522;x383;vítima de inundação - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10523;x384;vítima de inundação - rua e estrada;2025-10-04 02:54:51
10524;x385;vítima de inundação - áreas de comércio e de serviços;2025-10-04 02:54:51
10525;x386;vítima de inundação - áreas industriais e em construção;2025-10-04 02:54:51
10526;x387;vítima de inundação - fazenda;2025-10-04 02:54:51
